-0.353129,-1.14496,-0.988159,0.931884,1.71206,0.436597,0.701158,1.63402,-0.0701004,-0.118259,1.74682,1.39705,1.80136,-1.1706,-0.0203554,-0.0484939,-1.60897,0.43413,2.28428,0.374492,1.39985,2.7536,1.75533,-0.0432467,1.69686
-0.268021,-0.652336,-1.10096,-1.4861,1.3922,-1.07074,0.532273,-1.27228,-0.210425,1.10129,-1.02521,-1.53035,2.74468,-1.45662,-0.52132,-1.14716,0.178076,-0.784234,-0.117038,0.799984,1.51588,0.719417,-1.91367,1.75076,-2.36827
-2.84918,-0.383801,-0.269784,1.05469,0.226447,-1.26209,0.888607,-2.34013,-0.0554211,1.37224,-2.68953,-2.31424,-1.72329,0.348853,0.242167,-1.08258,0.207678,0.960417,-1.82979,0.807185,-0.161321,-0.419111,-0.710257,2.01883,1.26799
-1.18531,0.348433,0.447798,0.484664,0.0119631,0.109959,0.883786,-0.602282,-1.61262,-0.311045,-2.17917,0.0799532,0.867004,-1.0227,-0.538376,-0.349222,-2.44225,1.53993,-1.30604,-1.50789,-1.36616,1.23811,-0.557971,-1.91522,-1.70388
2.05038,-0.58507,-1.32655,0.245948,-0.167028,0.110203,0.676443,-1.75454,-0.514088,-0.130859,1.35774,0.375229,-3.30946,1.93823,-1.40144,-0.69933,0.261117,1.70943,-0.134922,0.428693,-1.68642,-0.842951,-0.276647,-0.90643,-0.113377
-0.0720843,1.1601,-1.36989,1.94052,-2.36733,0.417371,-0.15598,1.94693,0.81417,1.11481,0.3932,0.344429,0.118167,2.97342,-0.816584,-0.862789,0.75842,-1.79257,-0.213294,1.91415,-0.69103,-0.40074,0.254066,-1.97836,-1.09363
1.5561,-1.16828,-0.499252,-0.716114,0.084872,-0.694876,-2.83142,0.696096,-1.44862,0.490284,1.10705,-0.688406,-0.0855742,-0.90466,-0.428877,1.22504,2.53087,1.04523,-1.60845,0.135349,-2.4033,-0.926145,-2.75603,0.946555,-0.98645
-2.48411,1.86307,2.3513,-0.467818,-1.10041,-0.885983,0.206763,1.30824,-0.0284734,-1.10694,1.3306,-1.35182,-2.523,0.569171,-0.747609,-0.845149,-1.88772,-0.6231,-1.09015,0.598193,-0.920373,-0.803461,0.497848,-1.99466,-1.43379
-0.553423,-1.98849,-0.861324,-2.3054,-0.115208,-0.666738,-0.743305,0.562121,-1.79083,-1.34702,-1.09894,-1.02051,-0.325663,-0.0472126,-1.4193,-2.25541,2.00492,-2.25303,-0.85626,0.891839,1.73305,0.617786,0.569049,-0.139805,-0.242103
-0.89813,-1.98218,0.681635,1.07495,-0.911985,1.70916,-0.464492,-0.714139,0.528184,-2.5143,-1.95846,-2.00864,-0.786553,0.896906,0.85461,-0.911067,-0.155736,2.71721,-2.07108,-0.0895107,0.936951,0.17246,-1.41188,-0.791437,0.280684
-0.552603,0.654653,-0.972712,1.92166,0.96704,0.313333,-0.701895,1.66298,-1.63417,1.88998,1.67818,1.79867,0.673086,1.19581,-0.822256,-1.63032,-0.820674,0.786309,-0.716422,-0.821768,1.46407,-1.47444,-2.16135,-1.35847,1.18787
-1.88046,-1.21571,-0.528183,1.60891,-0.209937,1.97393,-1.51931,-1.43276,1.34846,-1.21958,-0.559862,2.31132,-0.663625,-0.91168,-1.78387,0.511002,-0.633717,0.784694,2.37559,-0.518845,2.07059,-1.23655,-0.400921,-2.41142,-2.77053
-0.744377,-1.33101,-2.28294,-3.21715,0.613453,1.45741,2.56921,0.747093,-1.86532,-0.672964,0.642506,1.23493,-2.4901,2.52098,1.1377,-0.613148,0.060396,0.880856,1.10324,-0.367778,-1.33442,-1.40892,-1.64547,1.42793,0.253701
1.81362,-1.4637,-0.0641784,-1.33979,0.791103,2.48827,0.832454,-0.927426,1.29438,-0.642109,0.46635,-0.624504,-2.18689,-1.01272,2.11429,-1.81716,-0.665517,-1.76605,-1.45595,0.411786,-3.25675,2.14924,2.15351,-2.32619,0.931213
0.956909,0.607409,-0.10123,1.47633,-2.66454,-1.92541,0.611255,1.04639,-1.50538,0.457564,-0.146214,1.74099,1.06342,0.176245,-1.5002,-1.16791,-1.94412,-0.981841,0.429304,-1.12672,2.67913,0.958313,-0.0572222,-0.879883,-0.671804
1.76638,1.67031,2.42,-1.34685,-0.507123,0.753166,0.200904,-0.0252048,0.767449,-0.167028,-2.52998,-0.54842,0.311076,2.00773,-1.24354,1.10065,-0.611499,-1.31086,1.08976,1.2743,0.828704,-1.12372,-1.15223,-0.00296046,2.14877
2.34758,-0.941804,-0.0268868,0.997501,1.1239,1.27796,1.41456,-0.388165,-0.165106,-0.293985,0.777337,-2.14213,1.40517,0.174839,1.64693,0.349955,-1.18265,-1.83645,-0.576095,1.19801,2.03805,0.060396,0.391095,-0.768975,-1.88281
-0.787807,-1.56685,-2.10636,-0.166906,0.12479,1.12024,0.706351,-1.5161,-1.02466,-0.0842001,1.16858,0.99624,0.378216,-1.72701,-0.210756,1.10676,-0.679007,-0.823847,-0.0599998,2.31059,-0.746452,-2.9505,0.634938,-0.0186469,-0.43199
-1.34724,-0.21656,-0.162939,-2.40989,-2.43094,-2.36668,-1.68917,-0.84875,0.946043,-0.532278,1.09977,-3.04065,-2.79889,-0.421616,-1.35591,-1.05731,-1.72774,-1.52864,-1.24793,1.52242,1.11225,-1.13245,0.263649,1.0332,1.51567
1.34047,-1.36592,-0.423567,1.50688,2.32133,-2.11374,0.656423,-0.337626,0.853572,-0.122717,-1.73312,1.97623,-0.629322,-0.0883509,0.635884,-2.10287,1.21167,0.990295,-0.102146,0.512529,1.71206,-2.6267,-0.255832,-1.61751,-0.230445
0.123936,1.67086,-0.819758,-1.78268,0.1272,1.24775,0.320902,2.86435,-0.862048,-2.87078,-1.1872,2.62932,0.834831,-0.61272,0.132908,1.20091,1.15055,0.0501118,-2.94614,2.57103,-0.308084,1.46803,2.30363,-0.121616,-2.14424
-0.40141,-2.54039,1.29786,0.394361,1.91854,-0.15659,0.518357,-0.436506,-2.30039,0.517621,-0.423322,-2.31077,1.05267,0.145116,-0.538255,0.305277,-1.33137,2.07285,3.39503,-0.650987,-1.20801,1.66891,1.7167,-0.280188,-1.99582
-0.109984,2.03453,-0.759024,-0.441935,-1.59212,-0.36021,1.94449,1.29667,0.248024,1.26557,0.54265,2.32713,-0.651357,-2.53838,1.62498,-0.379165,-1.21448,-1.79989,-1.20453,-1.12241,0.228737,-0.685171,-0.0856658,-1.8815,-1.10248
-0.755058,-0.958529,-0.365215,0.218299,-0.292981,-2.25852,0.685537,0.69451,1.01404,0.519305,0.211463,-2.60149,2.34489,-0.7893,1.2074,0.946494,-0.906552,-1.65929,-0.278784,0.899774,-2.29692,-0.858363,1.15949,-1.32996,-0.566391
0.0165105,0.405255,2.11578,0.106235,0.705432,0.384686,0.909237,1.72311,-0.805474,-1.07246,1.02698,2.0765,2.09911,2.2313,1.63472,-1.57055,0.403554,0.390362,-1.81429,1.57967,0.870174,-2.18027,3.84585,0.897883,-1.3802
0.426649,0.59856,-1.33259,-2.22191,-0.216407,-0.787896,1.63803,1.57616,2.42665,2.39915,1.31825,0.0620441,0.42906,0.210364,-0.206824,0.543502,1.24598,0.929105,1.62771,0.0860277,-1.62801,-0.524524,0.555467,0.449813,2.83306
1.46956,2.00046,2.05442,1.68062,1.68202,-1.626,-1.30219,0.417585,0.510483,1.09015,1.93399,-1.69735,-0.0605788,-0.457562,1.09705,0.0129704,-1.67446,0.954222,-0.96289,1.33726,1.12372,-1.68069,0.40202,1.89807,0.283487
0.273904,0.986511,1.41072,1.51155,2.60363,0.168432,-2.14774,4.20506,1.73532,-0.851248,-2.2151,2.35429,0.324869,-3.7152,2.75069,0.69457,2.7301,-0.0848113,-0.0364692,0.961181,-0.789422,1.72561,-1.51719,0.823603,-0.100284
0.216769,3.03098,0.285989,2.55314,1.43391,1.21183,-1.2518,0.115147,1.06748,0.592398,-0.516831,0.787591,0.535264,0.347453,2.83344,1.17334,-0.536395,-0.813222,-1.10168,-3.66052,-0.883145,0.935971,1.5446,0.51854,-1.03876
0.516773,-1.03882,2.32493,0.87862,0.93799,2.30694,-1.70931,-0.179601,-0.2631,-1.68429,-0.841853,-0.660848,-1.65053,0.965758,-1.6331,0.146947,-4.70451,-2.59532,1.14051,-0.0570389,1.46672,1.36909,-1.59352,-1.09149,1.89303
-0.545888,-0.515915,0.408463,-1.49535,0.284586,0.144749,1.33363,-0.395856,1.58232,-2.20996,-2.74798,1.47005,-0.587695,0.293497,-0.283425,1.29499,-0.0605185,0.627125,0.605152,2.04966,2.0386,0.223792,-0.288006,-2.68128,0.535875
-0.747611,1.31538,-0.417768,-2.09812,-0.0199893,-1.3697,-1.02521,0.546555,-0.391795,0.091556,2.72418,1.39479,-2.32243,-2.15678,-0.176732,-0.108274,-0.343607,0.245583,-0.731745,1.21509,2.65069,0.895993,0.364727,1.38212,2.24463
-1.64632,-6.19016,-11.9103,-12.5885,-4.69569,-4.24923,-8.329,-11.5694,-13.6512,-7.81683,0.702689,-6.91247,-3.32418,-4.10272,-2.46923,0.500046,-0.904231,-6.35438,-18.8226,-0.0693688,-5.99564,-0.528121,-4.41552,-6.01616,1.07367,1.69918,0.382184,1.02142,1.24067,-5.75603,1.08062,-3.83673
1.03952,-1.32511,2.82,1.50362,0.0593586,-1.76009,1.13865,2.36112,1.04666,1.00922,-0.745842,0.974848,0.518846,-1.54454,1.26549,0.642506,0.908017,-0.686539,0.499501,0.61623,0.34025,-2.17228,-1.24903,0.358559,1.14026,1.59048,0.0198674,-2.70647,0.402478,1.74429,-1.98911,-1.80841
-2.40837,1.8514,0.195532,-2.33995,-0.56636,2.83803,0.461898,-0.00521799,-0.933225,0.872066,-0.442487,-0.569628,-0.57646,-0.0525836,-0.376049,-1.08631,-1.5806,-0.0955533,-3.16227,0.684377,-0.921903,1.37196,-1.48415,-1.34297,-1.08253,-1.32829,-1.03674,-0.985046,-0.989715,-0.441084,2.66313,-0.303506
0.22538,-1.01758,1.97683,0.357646,-2.36327,0.834864,-2.86474,-0.827143,-0.0106507,-1.42579,2.08087,2.29899,-0.318155,-0.543992,0.897399,0.00137343,-1.75381,-0.0279243,-0.0295724,1.3086,2.71478,1.52184,0.629201,0.727711,1.22517,0.766842,-0.90374,-2.25297,-2.67412,-0.844298,1.99588,0.543627
0.562665,1.86104,-2.05631,-3.21366,1.56569,1.1966,-0.0134581,0.255685,1.41499,0.783871,-1.18787,-1.2411,0.386391,0.715079,1.60921,0.869076,0.120364,0.61083,-0.57268,0.696458,-0.997893,0.702689,-2.62547,1.44648,2.70879,-0.756768,-0.11771,2.23442,-0.345808,-1.73299,-0.754387,-1.44359
0.829401,0.91052,0.599965,1.46351,-1.60598,-1.81525,-1.13526,2.40046,-2.15369,0.509751,-1.72292,-0.210669,1.65178,-0.699332,-0.32408,1.18543,0.835993,2.02103,1.6419,-1.62593,-0.676774,-2.69418,-2.15469,0.38841,-1.30723,-0.179296,-0.841181,-0.620773,-0.520001,-0.506149,-0.843501,2.09666
-1.2729,-1.07893,-1.07355,-0.904629,0.356947,0.300821,-0.630424,0.0152893,0.969212,-1.55892,0.518235,-0.662284,-1.29575,-0.547013,0.862606,0.173284,-1.42433,-1.55123,-0.96201,-1.23743,0.867611,0.038423,0.531572,1.37147,1.51515,-0.767877,-1.22566,-0.544419,-1.27039,0.638478,2.47593,-1.99484
1.37385,-1.28907,1.50362,-0.75985,-0.809229,0.232398,-1.05194,2.80974,-1.35816,-1.92681,-0.585253,-1.40284,2.35331,-1.0108,0.0194399,0.204932,-2.33148,0.481364,0.277236,1.54139,0.291027,-2.29199,-0.491437,2.15556,0.343547,0.554674,-1.49357,-1.30989,0.367381,-1.02295,-1.01575,1.81814
1.40913,-1.50586,0.980103,2.64922,-0.475447,-0.60625,-0.184421,0.741203,-1.37111,-0.765253,0.820491,1.09693,0.43791,-0.468428,1.17603,-1.07129,2.06284,-1.02111,0.851563,-0.955808,-1.30397,1.57838,-2.73859,-1.00848,1.05506,-0.809503,-1.21583,0.915767,0.632952,1.7983,-1.30461,2.45042
-0.507251,0.820765,1.32331,-0.379195,0.240211,0.786737,1.29762,-1.44374,1.02362,-0.150731,2.79436,-1.23426,-1.92855,2.27336,0.843383,-0.762718,-1.70715,2.54341,-0.375652,-2.76073,2.86957,-1.82333,-2.23759,1.30628,1.83236,2.10886,0.434736,-0.259255,0.427443,1.73037,-0.547777,1.23841
-1.11652,0.835963,-0.353832,0.393411,1.04987,1.82821,2.17731,-0.00933605,-0.516983,1.70245,-1.16883,-1.35817,-2.61864,0.119726,-0.182226,1.07532,0.975829,-0.0946994,-0.981994,-1.57366,0.0393991,1.09778,-2.14005,0.688345,-0.205969,-1.17148,-2.19819,-1.07715,1.51247,-0.898063,-0.303504,0.16538
1.17939,1.01147,1.07715,-0.577685,-2.21357,1.13919,1.24317,0.845702,-2.48967,0.272312,-2.52013,-1.26136,1.00104,2.16495,0.691031,-0.885952,0.659539,2.11259,0.0538042,-0.0189518,-0.990602,-1.69442,-1.69173,2.54072,-1.4391,-0.559557,1.70419,-0.573658,-1.54139,1.73361,-0.174963,-0.134312
0.504318,1.80948,1.49208,0.734306,0.491073,2.12369,-0.392377,2.21177,-0.00479133,0.565111,-2.28306,-0.356028,0.328166,0.0243839,0.128819,0.264961,-1.82363,0.462813,1.06034,-1.6321,2.60753,1.42165,-1.12,0.351844,0.757439,0.564928,-0.872494,-0.0498367,1.76132,0.506604,-0.707632,-1.48524
0.578417,-0.868648,0.946528,-1.96664,0.342326,-0.743275,1.37111,1.45827,-0.689383,-1.61257,2.24662,-0.59667,-3.25541,1.38112,-0.293924,-1.35801,2.09531,0.873655,-0.0182806,-1.28064,-1.5298,-2.21116,-0.882686,-0.220036,-0.828364,1.30543,1.49306,-0.99573,2.72479,0.84869,-0.521897,1.01691
-1.62996,1.00421,1.53908,-2.32286,-2.55324,-0.0743131,-0.00673987,1.53649,-1.52638,-0.295086,-1.42909,-0.289468,1.62685,1.27601,-1.08393,1.81637,1.24531,0.0968356,0.485035,-1.12202,0.399609,-2.05451,1.58251,-0.80242,0.116489,0.856563,-1.38856,-0.976197,-0.493907,2.11637,-0.478867,2.38047
0.420057,1.28602,1.5547,-2.7069,-0.688712,-3.25236,0.410872,-0.44353,-1.05823,-0.31785,1.80398,1.54747,1.77206,2.33525,1.08002,-0.811701,-0.101779,-0.526353,-1.79678,1.2844,1.96488,0.942625,2.55369,2.77819,-1.03161,0.94699,0.866085,1.08393,-0.969232,-2.41157,-0.557238,1.32697
1.18891,2.60857,0.333533,-0.371262,2.02252,-0.345529,-0.670397,2.12864,0.0689412,-0.0563068,0.477894,-0.152292,-2.92615,0.729545,-0.0819418,-0.758598,0.715415,-0.972533,1.03546,2.06888,1.26838,-1.06665,0.552111,-0.280617,-0.454207,-0.0058901,1.61184,0.475997,-1.84979,-1.77209,0.662343,-1.23811
0.265785,0.0697346,-0.396893,2.16325,1.76687,1.5544,0.632954,-2.81274,0.15775,-0.271584,-1.55269,0.368633,-0.100436,-0.876522,0.497849,0.49107,-0.183935,2.59264,1.06824,-0.922846,0.266212,-2.17222,1.22236,-1.76934,-0.628071,-0.674002,1.46922,1.21647,-2.10111,1.79989,1.13028,1.04162
0.854732,-1.56224,-0.828796,1.09476,2.82254,-0.134251,0.271489,0.985259,0.695183,-0.60094,-0.970582,-1.95247,-1.35847,0.46611,0.518022,0.460825,2.96952,-1.70425,1.16358,-1.79254,-0.620167,0.782555,0.523912,-0.643845,0.258217,2.13748,0.975345,1.79309,-0.308878,-0.948118,-1.52137,0.165899
0.830502,0.424848,-3.17157,0.407941,-0.0122075,0.976558,1.14725,1.92902,-0.578906,-1.32267,1.3011,0.0180367,-0.832545,0.3231,-2.53941,-1.70812,2.5866,2.62096,-0.497818,0.95233,1.2082,2.19834,2.68304,1.80722,-2.08005,0.430189,-1.17048,-2.16203,0.371807,2.39574,-1.51851,-1.75659
-0.344585,1.9089,-1.50816,2.45597,0.723991,-0.352942,0.208655,0.118259,0.376995,-0.443037,-1.58156,-0.441938,-0.896364,-0.272744,-1.42195,1.35572,0.0343337,-0.262858,1.22114,1.79363,1.50368,-0.518967,-1.58009,0.479842,0.1522,-2.86468,-0.612691,-0.447798,1.08746,-0.49382,1.91909,-0.291665
0.851619,-0.765038,-0.0279857,-2.35325,-0.396954,0.262856,0.783074,-0.183507,-1.69618,-0.554064,1.0539,-2.33506,0.92117,-1.09128,1.85501,0.849605,-0.726371,-1.51707,2.01127,-2.24513,0.973296,0.792683,0.44908,-1.49245,1.71194,-1.48537,-0.902768,0.248054,0.132603,-0.519455,-1.36506,1.01208
-2.27219,-1.68139,-0.127353,1.04102,0.400922,-0.0473956,0.739311,0.430372,-1.60045,1.56929,-0.320475,-0.155251,-1.41359,-0.620045,0.474378,0.0381788,-0.814263,-0.326458,0.984799,-1.38649,-1.61788,-0.238228,1.62087,1.31447,1.21845,-1.48659,0.838588,-0.759029,0.943598,-0.532396,0.610218,1.78866
-0.390759,1.62404,-1.03003,-2.42783,2.75381,-1.92447,0.99475,-0.184182,2.66802,-1.89828,-1.39875,0.94671,0.638173,0.638393,1.66305,-1.43391,-2.231,-0.306375,-1.49195,-2.26518,-0.982848,-1.68063,-0.702445,-0.751458,0.0128483,-0.109528,-1.59963,0.0926847,-0.789973,-1.6874,-1.86907,-1.01581
