0.896077,0.702924,-1.70066,1.66062,-1.28225,-2.3126,0.869427,-0.479732,0.134618,-1.12505,1.38468,-1.57125,0.707617,1.73674,-2.21811,-0.141595,-1.73964,-0.0733979,-1.34496,-0.394274,-1.34417,-0.0662608,-0.3566,-1.49021,1.81571,2.30974,0.812007,0.876015,-0.574757,0.294168,-1.10951,1.19962,-0.812242,-0.534732,-1.80675,2.12942,-0.832664,-0.311134,0.551678,0.798996,-1.09447,0.353227
0.43362,-0.96347,-0.753255,-0.652846,0.0807231,-1.55525,-1.96831,0.104186,0.819688,0.584706,1.39015,-2.18363,-1.00902,0.386168,0.66029,-1.08581,-0.719697,0.167397,-0.318663,-0.439792,-0.013729,0.370449,-1.92267,1.93599,0.528637,-0.693502,-1.18506,-0.0896194,0.205516,0.312042,-0.0121517,0.831044,-1.74809,0.342637,-0.0802682,0.888419,1.43625,0.220228,-1.89239,1.76907,1.40682,0.792787
1.7912,-0.0539991,0.162832,0.207909,-0.494935,-2.27526,-0.785049,-0.102935,-1.43948,1.76344,0.412112,-2.34276,0.217715,-0.113576,-1.57733,-1.46134,-0.294741,0.449996,1.47643,-2.1937,-0.762034,-0.0520277,1.89376,-1.24598,2.20341,0.703491,-1.66663,1.04438,-1.72408,1.68298,-0.534622,-1.05689,-1.00937,-0.875597,1.07598,-2.09653,-0.928748,0.209825,-0.307088,-1.82109,-2.73509,-1.20685
1.9788,-1.33024,0.0465579,-0.271841,0.418579,-0.362418,0.473515,0.73033,-0.977006,0.463093,-2.47537,-1.61101,-0.179165,-1.04273,-0.653279,1.93111,-1.25837,0.539604,-0.172808,1.85427,-0.947591,0.087225,-1.32881,-1.22582,0.732865,1.25164,0.484033,2.15448,-1.44526,-0.31469,1.24052,1.64184,1.79671,-0.104003,-0.0414857,-0.0540628,0.862935,0.339611,1.05994,1.00677,-0.545159,0.511468
-1.49919,1.20471,-1.24357,-0.371994,0.520029,-1.41601,1.01095,-0.0307741,1.06695,0.925452,-0.691442,-2.07121,0.435924,1.67268,-0.6678,-0.850771,0.682219,-1.2954,-2.40777,-0.767065,1.5972,2.11944,1.4736,2.31841,-0.714629,0.093031,0.459989,-0.440641,0.0551193,-0.130263,-2.57521,-1.28296,-0.840949,-0.301285,1.22138,1.10512,-1.21666,-0.301027,0.699032,0.982979,-1.76579,1.27382
0.959083,1.08009,2.14863,0.477294,-2.08597,-0.631956,-0.14039,0.0595814,-1.0116,1.46524,1.80409,-2.21781,-0.339777,-0.509629,1.89704,-1.09514,1.25985,-1.14869,0.396656,0.441329,-0.712672,-1.90024,-1.03634,-1.43176,-1.35645,1.56385,0.206461,0.0592704,-2.97957,-1.82774,-0.907596,2.06429,0.534345,-0.341255,-0.0142276,-0.488219,-1.97277,1.53634,-2.33989,-0.948542,1.64465,-1.89194
-1.30066,-0.383684,-0.158338,0.676107,1.45873,-0.689988,-1.28974,-2.18257,1.25999,1.18579,1.96277,0.877635,-1.57795,0.882636,0.956919,1.7773,0.00487956,-0.389381,1.91156,-1.21291,1.98302,1.9115,-0.853286,-2.08771,1.79959,1.99618,0.989481,1.08416,-1.19505,-0.951912,1.90133,-1.11139,-1.09584,-0.348589,-1.38457,-0.286679,0.688361,-1.92392,1.89938,1.79395,-1.87445,1.19562
-0.0984122,0.664072,0.425356,-0.395888,1.85503,1.35455,-0.815708,-1.16475,2.12641,-0.435911,0.296712,0.0268528,1.58644,-0.761012,-1.46611,-0.551487,0.567125,1.45761,0.520598,-0.550714,0.403438,-1.41275,1.42059,-1.23107,0.841711,-0.794295,2.21593,-1.40538,1.61724,1.19702,1.0217,-1.98909,0.188846,1.91233,1.57971,0.890561,1.69453,-0.12919,1.36485,-0.361954,0.158619,1.60906
-0.16645,1.68762,0.812181,-1.32884,0.968828,-0.960708,-1.13451,-0.785574,-0.743965,0.660071,-1.51285,-0.119483,0.541359,1.8591,-1.1005,1.24144,-2.13784,-0.274775,1.15725,1.26169,0.008726,1.36484,-2.01556,0.928381,-0.218293,1.75698,-2.27924,-1.61163,0.828618,0.734262,-1.92156,0.793116,1.0443,-0.0182964,2.01357,-0.67518,-1.53075,0.129556,0.419065,2.12557,-0.996463,-0.649308
-1.11263,1.46833,-0.905224,-1.45037,1.12622,1.67841,0.69892,0.950225,-1.12069,-0.191129,-1.34041,1.51056,1.11112,0.879205,-1.64426,1.34063,-0.613789,0.262387,1.47699,0.970394,-2.04259,0.665689,2.13211,0.893412,1.26158,-0.903427,0.491485,-1.04504,0.694036,-0.094084,0.0726003,0.514707,1.59677,1.75884,-0.513889,-2.71778,0.86518,-1.46058,-0.752124,-0.968826,-0.823974,-0.62947
-2.1397,-0.528983,-1.36294,1.12025,-1.76724,1.3698,-0.0972875,0.267449,-0.197064,1.65792,-0.906264,1.13986,-0.263901,-1.07562,-0.112218,0.723316,2.34697,1.75986,0.653169,1.21451,-0.389269,-0.357219,1.01285,1.33198,-1.17829,-0.313289,0.568928,1.71039,-0.072658,0.808567,-2.74055,0.395188,-0.278802,-0.00853951,-0.493918,1.43758,-1.80934,-0.30439,-1.62328,-1.11414,-1.12018,1.91319
0.0151468,-0.986961,-0.511476,-0.72824,0.646908,-1.48398,-0.0645084,-0.905131,0.535298,0.316811,-0.80791,-1.93747,-1.48466,0.221273,-0.575541,0.766378,1.34684,-0.209221,1.20031,-0.671775,0.970293,1.62057,0.229542,-1.91568,-1.16033,0.712322,1.39971,-1.113,1.29177,-1.21491,0.891468,0.396899,-0.506519,-0.262941,-0.362082,-2.05425,-2.0437,-1.21443,-1.21214,-2.56935,-1.42367,-1.71842
-0.772636,0.654213,1.82144,2.49408,0.267377,0.0262305,-1.76797,1.29447,0.799823,1.82397,-0.0601877,-0.538604,-0.79918,0.91189,0.939977,-0.498985,0.944184,1.90631,0.90684,0.770578,-1.39326,0.085247,0.614096,2.49485,0.226679,0.469963,0.731599,-0.555879,1.30313,1.19905,-1.13407,0.957391,0.919094,-0.615797,-1.28452,1.31,-1.06974,0.890199,1.77558,1.47934,-1.28857,-1.4513
-1.16074,-2.09709,-0.246804,-2.45873,-1.90913,-0.57745,-2.16437,-1.13167,1.47807,-1.57405,-0.940478,1.14844,-1.93299,-1.07779,1.77661,0.73362,-0.382676,0.756746,0.0844466,-0.592489,0.472706,0.798836,2.32372,0.526,0.36166,0.972169,-0.752884,-1.70263,-0.32805,-0.449976,1.20807,2.32105,-1.51464,-1.64331,-0.195625,-1.25596,0.424556,-0.621708,-1.76844,-2.30344,1.81598,2.04479
0.291821,-0.77515,0.118073,-0.392098,-0.183764,-0.472976,-2.16235,-1.20506,0.216175,2.31362,-1.24036,-0.450104,1.78333,-1.35796,1.54934,1.34047,0.604234,-2.39109,1.33825,1.0712,-1.97922,-0.789923,-0.20233,-0.115657,-0.353945,-2.04958,-1.76713,0.148658,-0.287536,-0.156916,1.88077,0.186372,-0.283796,0.114412,0.183607,0.960579,-0.6059,-2.55786,-0.288147,0.243145,-1.86338,0.331228
-1.45312,-0.567216,0.402328,0.272321,-0.698146,-0.409504,-0.899849,-1.07574,-0.151309,-1.51909,1.97575,-0.687151,-1.20251,-0.812705,-1.14091,2.13619,1.3567,1.58269,0.658915,1.54219,0.631274,1.44924,-2.0341,1.33115,0.591719,-1.03306,-0.638207,-0.944143,-1.00544,0.66329,-0.408025,-1.10137,-1.01299,-1.72113,-1.27847,1.59842,-0.512725,-1.45854,-0.721782,-1.57237,0.728891,-0.82461
-6.97816,-3.6204,-15.8622,-0.450474,-3.37585,-9.79742,0.0722286,-0.564517,-1.66948,-1.75857,-1.35609,-16.5768,-1.1074,-11.5356,-9.25696,-9.96315
-1.46537,-2.00801,0.531001,-0.647998,0.916464,1.20521,1.76028,0.431935,0.726078,-1.55646,-1.45131,-0.153665,1.00659,0.508546,0.0248643,1.12908
0.968038,-1.87376,1.21869,1.17823,0.683726,-1.60654,0.324833,0.219811,-0.763125,1.27071,2.78953,0.64142,0.414532,-1.11445,2.06809,-2.03648
-1.63605,-1.95781,1.51529,1.66764,1.56309,-1.66616,0.00684165,-1.15253,1.82614,-0.97347,1.97945,1.47136,1.1315,1.05955,-0.959961,-1.5262
1.07156,0.245997,0.256634,-0.194105,-0.385237,1.18795,-0.348639,-1.32251,0.693736,0.517481,-1.62274,1.1203,-1.97398,0.910286,-1.49506,-1.54664
-0.512059,1.55307,-1.59842,1.00348,-1.99324,1.57336,1.20788,-0.94046,-1.01803,-1.54435,0.471964,-1.58378,-0.720358,-2.06274,-1.14605,-1.11814
-1.1599,1.2354,1.64192,1.00793,0.338714,-0.550726,-2.55148,1.25668,-0.782216,-0.774927,1.65535,1.9763,-0.17312,-0.225218,1.79197,-2.19711
0.619971,-0.676124,-1.77939,-1.89407,-1.26938,0.877454,-0.723788,-0.944819,0.258478,-0.761844,0.325032,-0.39115,-0.21103,1.8192,-1.43287,-1.00346
0.925727,-0.955608,0.127329,-1.9108,-2.01017,0.288069,-0.167256,-0.735016,1.58844,2.28003,0.99859,-1.96375,1.36876,-1.38744,-0.838805,0.479516
1.14347,0.0040159,-1.59323,-1.30842,0.567939,-0.552547,2.16772,0.11797,-0.266774,0.93655,1.56816,-1.4417,0.387123,0.87211,0.18908,0.620701
-0.747834,-1.09351,1.8521,0.99128,-1.93729,-1.16359,1.36514,-1.33377,-0.216369,0.15525,-0.430914,1.25496,1.13895,1.61564,-0.661563,0.316098
-1.1818,1.90125,-0.0792746,-1.21617,1.66197,0.730977,-0.255404,0.763545,1.2304,1.29449,-1.32937,0.209074,-1.21072,1.08389,-1.02463,-1.29942
0.555889,1.08722,-0.320499,-1.36682,-2.15077,0.219083,1.12067,-0.370978,0.00595104,-1.07004,-0.738791,1.60607,0.103178,1.34706,0.130995,0.460704
1.62097,1.45805,-1.60666,0.420851,0.29499,0.0677691,-2.36865,0.344131,-1.86448,-0.277791,-0.301376,-1.66524,1.03151,2.24237,-0.62697,-1.46794
1.00366,-0.521922,-2.58769,1.21228,1.32877,1.51536,0.826091,1.10731,0.318401,-1.4817,0.85486,1.61198,0.334823,-0.690455,-1.81668,-0.641443
1.27092,0.974806,2.23205,-0.811897,-0.54529,1.562,-1.88973,-0.190596,-0.812586,1.62786,0.725587,1.27168,1.38943,1.28475,-1.06078,-0.168291
-1.33489,-1.16774,-0.97347,-0.542083,1.33476,0.00669843,0.732788,0.973282,1.99158,0.915225,-1.83418,-0.419013,0.597032,-1.14491,1.65257,1.03735
-0.162717,0.694914,-1.04536,-4.64359,-8.42787,-0.632443,-7.1878,-1.91237,-0.309841,-0.880484,-0.193757,-2.12822,-2.69846,1.56564,0.187803,-1.30578
0.842914,0.363083,0.230377,-1.39725,-1.0357,0.904999,0.151947,-0.106722,-0.827181,-2.13826,-0.116896,-1.11192,1.79404,-2.03393,1.25944,-0.00256789
-0.70698,-2.08769,0.459703,-2.60267,-0.414187,-0.605347,1.64726,-0.955347,-1.16844,0.13415,-1.74848,2.30613,-1.37902,-0.181275,0.738765,1.54833
0.800686,0.423486,0.597331,-2.26398,1.45092,1.88974,-1.98361,0.427007,-2.45873,0.141165,1.42942,-0.933309,1.40438,-0.156016,-0.63468,-1.96189
-0.417203,1.57492,-1.18089,0.330428,0.435158,-0.41771,-0.210317,-0.260976,-0.356656,-1.06048,-1.62836,-1.1063,-0.658848,-0.0229893,-0.749956,-1.72116
1.00946,0.513362,0.685746,-1.3819,1.60308,-1.08511,1.94734,2.592,1.43791,-0.938094,-0.136814,1.03533,1.67844,1.02275,0.658713,1.40368
-0.267587,-1.66986,0.00923469,-2.0467,-0.878319,-0.58936,0.055751,-1.34118,1.10858,0.883419,-0.388992,0.333776,0.426208,1.46782,-1.9753,1.57656
-1.33306,0.594332,-1.28708,-1.8729,-0.00644492,-0.0567726,1.72662,0.827867,-0.571012,-0.294195,1.15262,-1.04958,-0.155701,0.848831,1.4343,0.837462
-4.89719,-5.01509,-1.82808,-8.13455,-0.599344,-3.29594,0.795297

